14707080701234567890139, 12345, Khoury, JoliMDP, 20/10/1995, 2500.000000, 500.600000, 16102.250000
14707080701234567890156, 12345, Kate78, Zpt#$5, 10/05/1978, 4000.000000, 0.000000, 47022.990000
14707080701234567890132, 12345, Johnson, P@ssw0rd, 15/09/1986, 3200.000000, 800.450000, 28500.670000
14707080701234567890128, 12345, Smith, Secret123, 03/07/1990, 2800.000000, 700.200000, 22000.330000
14707080701234567890149, 12345, Brown, Hello@123, 25/12/1982, 3500.000000, 600.750000, 39202.550000
14707080701234567890158, 54321, Garcia, Password123, 18/04/1975, 3800.000000, 400.000000, 42050.120000
14707080701234567890146, 54321, Martinez, ABCdef123, 07/11/1989, 3000.000000, 900.300000, 32605.890000
14707080701234567890127, 54321, Robinson, Qwerty456, 30/06/1983, 2900.000000, 750.900000, 24500.440000
14707080701234567890136, 54321, Nguyen, P@ssword!, 14/08/1992, 3300.000000, 850.150000, 30000.110000
14707080701234567890164, 54321, Kim, Abcd1234, 02/02/1980, 4200.000000, 300.500000, 49800.770000
98765432198765432198765, 98765, Admin, Admin, 01/01/1900, 1000000.000000, 0.000000, 512500.540000
